Running build/bin/traccc_seq_example_cuda tml_detector/trackml-detector.csv tml_pixels/ 1
Starting CUDA clusterization.
Number of modules: 3859
Idx: 2496, i.e. (39, 0): Cell position: (78, 994) activation: 0.050836
Idx: 1325, i.e. (20, 45): Cell position: (127, 328) activation: 0.056269
Idx: 1326, i.e. (20, 46): Cell position: (64, 166) activation: 0.056419
Idx: 1327, i.e. (20, 47): Cell position: (185, 125) activation: 0.056280
Idx: 1328, i.e. (20, 48): Cell position: (301, 213) activation: 0.056264
Idx: 1329, i.e. (20, 49): Cell position: (241, 212) activation: 0.056252
Idx: 1330, i.e. (20, 50): Cell position: (301, 112) activation: 0.056280
Idx: 1331, i.e. (20, 51): Cell position: (286, 48) activation: 0.056248
Idx: 1332, i.e. (20, 52): Cell position: (1, 276) activation: 0.056284
Idx: 1333, i.e. (20, 53): Cell position: (318, 565) activation: 0.022051
Idx: 1334, i.e. (20, 54): Cell position: (142, 431) activation: 0.056308
Idx: 1335, i.e. (20, 55): Cell position: (327, 760) activation: 0.056833
Idx: 1336, i.e. (20, 56): Cell position: (141, 192) activation: 0.056359
Idx: 1337, i.e. (20, 57): Cell position: (192, 213) activation: 0.056272
Idx: 1338, i.e. (20, 58): Cell position: (127, 589) activation: 0.056312
Idx: 1339, i.e. (20, 59): Cell position: (285, 250) activation: 0.056250
Idx: 1340, i.e. (20, 60): Cell position: (112, 100) activation: 0.056321
Idx: 1341, i.e. (20, 61): Cell position: (73, 255) activation: 0.023195
Idx: 1342, i.e. (20, 62): Cell position: (70, 12) activation: 0.038657
Idx: 1343, i.e. (20, 63): Cell position: (145, 101) activation: 0.044191
Idx: 32, i.e. (0, 32): Cell position: (234, 1138) activation: 0.011574
Idx: 34, i.e. (0, 34): Cell position: (324, 1084) activation: 0.012818
Idx: 35, i.e. (0, 35): Cell position: (75, 1102) activation: 0.011426
Idx: 36, i.e. (0, 36): Cell position: (80, 1211) activation: 0.011213
Idx: 37, i.e. (0, 37): Cell position: (278, 1217) activation: 0.011219
Idx: 38, i.e. (0, 38): Cell position: (258, 969) activation: 0.012102
Idx: 39, i.e. (0, 39): Cell position: (168, 901) activation: 0.012349
Idx: 41, i.e. (0, 41): Cell position: (147, 1178) activation: 0.011014
Idx: 42, i.e. (0, 42): Cell position: (67, 1044) activation: 0.011479
Idx: 44, i.e. (0, 44): Cell position: (174, 1171) activation: 0.011365
Idx: 45, i.e. (0, 45): Cell position: (66, 1265) activation: 0.010146
Idx: 46, i.e. (0, 46): Cell position: (260, 1260) activation: 0.010148
Idx: 50, i.e. (0, 50): Cell position: (111, 1058) activation: 0.011879
Idx: 53, i.e. (0, 53): Cell position: (156, 1086) activation: 0.011123
Idx: 54, i.e. (0, 54): Cell position: (300, 1170) activation: 0.011160
Idx: 55, i.e. (0, 55): Cell position: (333, 594) activation: 0.014455
Idx: 56, i.e. (0, 56): Cell position: (35, 1267) activation: 0.010523
Idx: 57, i.e. (0, 57): Cell position: (64, 952) activation: 0.013896
Idx: 58, i.e. (0, 58): Cell position: (187, 1254) activation: 0.010922
Idx: 60, i.e. (0, 60): Cell position: (111, 1221) activation: 0.011356
Idx: 61, i.e. (0, 61): Cell position: (74, 1225) activation: 0.012295
Idx: 3232, i.e. (50, 32): Cell position: (193, 922) activation: 0.016320
Idx: 3233, i.e. (50, 33): Cell position: (25, 600) activation: 0.014838
Idx: 3234, i.e. (50, 34): Cell position: (131, 551) activation: 0.012231
Idx: 3235, i.e. (50, 35): Cell position: (284, 605) activation: 0.013651
Idx: 3236, i.e. (50, 36): Cell position: (301, 489) activation: 0.011121
Idx: 3237, i.e. (50, 37): Cell position: (291, 585) activation: 0.012534
Idx: 3238, i.e. (50, 38): Cell position: (100, 726) activation: 0.015356
Idx: 3239, i.e. (50, 39): Cell position: (102, 965) activation: 0.018329
Idx: 3240, i.e. (50, 40): Cell position: (106, 856) activation: 0.015904
Idx: 3241, i.e. (50, 41): Cell position: (100, 528) activation: 0.012196
Idx: 3242, i.e. (50, 42): Cell position: (89, 606) activation: 0.014916
Idx: 3243, i.e. (50, 43): Cell position: (154, 504) activation: 0.010944
Idx: 3244, i.e. (50, 44): Cell position: (236, 597) activation: 0.014580
Idx: 3245, i.e. (50, 45): Cell position: (245, 619) activation: 0.014152
Idx: 3246, i.e. (50, 46): Cell position: (64, 893) activation: 0.016873
Idx: 3247, i.e. (50, 47): Cell position: (316, 881) activation: 0.016882
Idx: 3248, i.e. (50, 48): Cell position: (19, 778) activation: 0.014711
Idx: 3249, i.e. (50, 49): Cell position: (137, 513) activation: 0.014724
Idx: 3250, i.e. (50, 50): Cell position: (318, 572) activation: 0.013395
Idx: 3251, i.e. (50, 51): Cell position: (38, 684) activation: 0.014986
Idx: 3252, i.e. (50, 52): Cell position: (327, 589) activation: 0.013233
Idx: 3253, i.e. (50, 53): Cell position: (216, 456) activation: 0.010779
Idx: 3254, i.e. (50, 54): Cell position: (75, 749) activation: 0.013852
Idx: 3255, i.e. (50, 55): Cell position: (157, 733) activation: 0.015322
Idx: 3256, i.e. (50, 56): Cell position: (173, 633) activation: 0.013002
Idx: 3257, i.e. (50, 57): Cell position: (317, 589) activation: 0.013870
Idx: 3258, i.e. (50, 58): Cell position: (135, 627) activation: 0.013077
Idx: 3259, i.e. (50, 59): Cell position: (104, 766) activation: 0.010126
Idx: 3260, i.e. (50, 60): Cell position: (191, 645) activation: 0.010317
Idx: 3261, i.e. (50, 61): Cell position: (201, 636) activation: 0.013697
Idx: 3262, i.e. (50, 62): Cell position: (273, 548) activation: 0.010637
Idx: 3263, i.e. (50, 63): Cell position: (179, 647) activation: 0.013270
Idx: 1280, i.e. (20, 0): Cell position: (248, 144) activation: 0.056261
Idx: 1281, i.e. (20, 1): Cell position: (87, 270) activation: 0.010219
Idx: 1282, i.e. (20, 2): Cell position: (237, 172) activation: 0.033772
Idx: 1283, i.e. (20, 3): Cell position: (86, 73) activation: 0.056554
Idx: 1284, i.e. (20, 4): Cell position: (301, 137) activation: 0.045204
Idx: 1285, i.e. (20, 5): Cell position: (54, 161) activation: 0.056461
Idx: 1286, i.e. (20, 6): Cell position: (232, 345) activation: 0.056390
Idx: 1287, i.e. (20, 7): Cell position: (47, 679) activation: 0.056459
Idx: 1288, i.e. (20, 8): Cell position: (35, 20) activation: 0.056313
Idx: 1289, i.e. (20, 9): Cell position: (204, 65) activation: 0.056412
Idx: 1290, i.e. (20, 10): Cell position: (299, 243) activation: 0.056264
Idx: 1291, i.e. (20, 11): Cell position: (255, 156) activation: 0.056259
Idx: 1292, i.e. (20, 12): Cell position: (328, 157) activation: 0.056252
Idx: 1293, i.e. (20, 13): Cell position: (280, 288) activation: 0.056253
Idx: 1294, i.e. (20, 14): Cell position: (78, 95) activation: 0.052009
Idx: 1295, i.e. (20, 15): Cell position: (246, 98) activation: 0.056444
Idx: 1296, i.e. (20, 16): Cell position: (78, 334) activation: 0.056544
Idx: 1297, i.e. (20, 17): Cell position: (273, 197) activation: 0.056269
Idx: 1298, i.e. (20, 18): Cell position: (314, 188) activation: 0.056267
Idx: 1299, i.e. (20, 19): Cell position: (207, 260) activation: 0.056259
Idx: 1300, i.e. (20, 20): Cell position: (98, 397) activation: 0.056288
Idx: 1301, i.e. (20, 21): Cell position: (72, 374) activation: 0.056307
Idx: 1302, i.e. (20, 22): Cell position: (258, 133) activation: 0.056251
Idx: 1303, i.e. (20, 23): Cell position: (52, 125) activation: 0.056713
Idx: 1304, i.e. (20, 24): Cell position: (136, 461) activation: 0.056381
Idx: 1305, i.e. (20, 25): Cell position: (167, 173) activation: 0.056334
Idx: 1306, i.e. (20, 26): Cell position: (240, 204) activation: 0.056263
Idx: 1307, i.e. (20, 27): Cell position: (280, 445) activation: 0.056250
Idx: 1308, i.e. (20, 28): Cell position: (239, 151) activation: 0.056258
Idx: 1309, i.e. (20, 29): Cell position: (99, 534) activation: 0.056439
Idx: 1310, i.e. (20, 30): Cell position: (310, 216) activation: 0.056250
Idx: 1311, i.e. (20, 31): Cell position: (166, 206) activation: 0.013508
Idx: 2272, i.e. (35, 32): Cell position: (118, 725) activation: 0.056893
Idx: 2276, i.e. (35, 36): Cell position: (44, 669) activation: 0.030490
Idx: 2277, i.e. (35, 37): Cell position: (78, 997) activation: 0.046941
Idx: 2278, i.e. (35, 38): Cell position: (187, 538) activation: 0.056285
Idx: 2279, i.e. (35, 39): Cell position: (95, 1153) activation: 0.056370
Idx: 2283, i.e. (35, 43): Cell position: (142, 1123) activation: 0.030196
Idx: 2284, i.e. (35, 44): Cell position: (73, 349) activation: 0.050198
Idx: 2285, i.e. (35, 45): Cell position: (36, 678) activation: 0.056364
Idx: 2286, i.e. (35, 46): Cell position: (178, 315) activation: 0.032802
Idx: 2291, i.e. (35, 51): Cell position: (89, 578) activation: 0.056249
Idx: 2292, i.e. (35, 52): Cell position: (144, 601) activation: 0.019115
Idx: 2299, i.e. (35, 59): Cell position: (120, 792) activation: 0.056390
Idx: 2302, i.e. (35, 62): Cell position: (20, 808) activation: 0.057042
Idx: 31, i.e. (0, 31): Cell position: (109, 777) activation: 0.013696
Idx: 3200, i.e. (50, 0): Cell position: (189, 501) activation: 0.021907
Idx: 3207, i.e. (50, 7): Cell position: (23, 504) activation: 0.026950
Idx: 3208, i.e. (50, 8): Cell position: (200, 844) activation: 0.019776
Idx: 3211, i.e. (50, 11): Cell position: (179, 684) activation: 0.029581
Idx: 3213, i.e. (50, 13): Cell position: (232, 876) activation: 0.028941
Idx: 3216, i.e. (50, 16): Cell position: (225, 677) activation: 0.037664
Idx: 3220, i.e. (50, 20): Cell position: (285, 547) activation: 0.037158
Idx: 3225, i.e. (50, 25): Cell position: (147, 937) activation: 0.043512
Idx: 3227, i.e. (50, 27): Cell position: (13, 720) activation: 0.015811
Idx: 359, i.e. (5, 39): Cell position: (297, 872) activation: 0.020425
Idx: 364, i.e. (5, 44): Cell position: (285, 1000) activation: 0.018858
Idx: 374, i.e. (5, 54): Cell position: (88, 663) activation: 0.021345
Idx: 377, i.e. (5, 57): Cell position: (33, 988) activation: 0.018682
Idx: 3580, i.e. (55, 60): Cell position: (195, 1150) activation: 0.013484
Idx: 3841, i.e. (60, 1): Cell position: (133, 348) activation: 0.012167
Idx: 3844, i.e. (60, 4): Cell position: (147, 1143) activation: 0.016819
Idx: 3845, i.e. (60, 5): Cell position: (27, 680) activation: 0.013719
Idx: 3846, i.e. (60, 6): Cell position: (48, 580) activation: 0.013207
Idx: 3847, i.e. (60, 7): Cell position: (265, 862) activation: 0.015002
Idx: 3849, i.e. (60, 9): Cell position: (82, 1070) activation: 0.016368
Idx: 3852, i.e. (60, 12): Cell position: (300, 547) activation: 0.013630
Idx: 3855, i.e. (60, 15): Cell position: (243, 1205) activation: 0.011868
Idx: 3856, i.e. (60, 16): Cell position: (86, 711) activation: 0.015826
Idx: 3857, i.e. (60, 17): Cell position: (71, 1134) activation: 0.016851
Idx: 2912, i.e. (45, 32): Cell position: (61, 709) activation: 0.056343
Idx: 2914, i.e. (45, 34): Cell position: (183, 986) activation: 0.052054
Idx: 2919, i.e. (45, 39): Cell position: (80, 330) activation: 0.011764
Idx: 2921, i.e. (45, 41): Cell position: (314, 951) activation: 0.056252
Idx: 2922, i.e. (45, 42): Cell position: (4, 477) activation: 0.041226
Idx: 2923, i.e. (45, 43): Cell position: (198, 977) activation: 0.038673
Idx: 2926, i.e. (45, 46): Cell position: (201, 953) activation: 0.056252
Idx: 2928, i.e. (45, 48): Cell position: (146, 456) activation: 0.056306
Idx: 2929, i.e. (45, 49): Cell position: (68, 145) activation: 0.013985
Idx: 2930, i.e. (45, 50): Cell position: (204, 1229) activation: 0.056557
Idx: 2931, i.e. (45, 51): Cell position: (255, 1215) activation: 0.056360
Idx: 2933, i.e. (45, 53): Cell position: (165, 432) activation: 0.056378
Idx: 2935, i.e. (45, 55): Cell position: (149, 948) activation: 0.038523
Idx: 2940, i.e. (45, 60): Cell position: (203, 37) activation: 0.056255
Idx: 1600, i.e. (25, 0): Cell position: (73, 846) activation: 0.056522
Idx: 1601, i.e. (25, 1): Cell position: (280, 801) activation: 0.040668
Idx: 1602, i.e. (25, 2): Cell position: (35, 294) activation: 0.056506
Idx: 1603, i.e. (25, 3): Cell position: (207, 1063) activation: 0.056267
Idx: 1605, i.e. (25, 5): Cell position: (269, 981) activation: 0.045734
Idx: 1606, i.e. (25, 6): Cell position: (215, 345) activation: 0.056266
Idx: 1607, i.e. (25, 7): Cell position: (260, 1112) activation: 0.050297
Idx: 1608, i.e. (25, 8): Cell position: (0, 249) activation: 0.038185
Idx: 1609, i.e. (25, 9): Cell position: (72, 422) activation: 0.051792
Idx: 1610, i.e. (25, 10): Cell position: (170, 455) activation: 0.036002
Idx: 1611, i.e. (25, 11): Cell position: (219, 277) activation: 0.056521
Idx: 1612, i.e. (25, 12): Cell position: (317, 336) activation: 0.014544
Idx: 1613, i.e. (25, 13): Cell position: (308, 585) activation: 0.056259
Idx: 1614, i.e. (25, 14): Cell position: (254, 911) activation: 0.052902
Idx: 1615, i.e. (25, 15): Cell position: (128, 627) activation: 0.056266
Idx: 1617, i.e. (25, 17): Cell position: (5, 313) activation: 0.035333
Idx: 1619, i.e. (25, 19): Cell position: (115, 292) activation: 0.031122
Idx: 1621, i.e. (25, 21): Cell position: (168, 802) activation: 0.054192
Idx: 1622, i.e. (25, 22): Cell position: (144, 1206) activation: 0.057379
Idx: 1623, i.e. (25, 23): Cell position: (289, 502) activation: 0.054910
Idx: 1624, i.e. (25, 24): Cell position: (130, 203) activation: 0.056309
Idx: 1625, i.e. (25, 25): Cell position: (10, 255) activation: 0.033999
Idx: 1627, i.e. (25, 27): Cell position: (255, 381) activation: 0.011575
Idx: 1628, i.e. (25, 28): Cell position: (225, 380) activation: 0.056486
Idx: 1629, i.e. (25, 29): Cell position: (232, 738) activation: 0.056734
Idx: 1630, i.e. (25, 30): Cell position: (102, 316) activation: 0.056521
Idx: 1631, i.e. (25, 31): Cell position: (223, 359) activation: 0.056507
Idx: 992, i.e. (15, 32): Cell position: (256, 12) activation: 0.056258
Idx: 993, i.e. (15, 33): Cell position: (39, 76) activation: 0.056305
Idx: 994, i.e. (15, 34): Cell position: (17, 161) activation: 0.056254
Idx: 995, i.e. (15, 35): Cell position: (60, 197) activation: 0.056295
Idx: 996, i.e. (15, 36): Cell position: (70, 213) activation: 0.056519
Idx: 997, i.e. (15, 37): Cell position: (270, 654) activation: 0.051695
Idx: 999, i.e. (15, 39): Cell position: (278, 232) activation: 0.056266
Idx: 1000, i.e. (15, 40): Cell position: (188, 557) activation: 0.056265
Idx: 1001, i.e. (15, 41): Cell position: (236, 250) activation: 0.056308
Idx: 1002, i.e. (15, 42): Cell position: (221, 399) activation: 0.056274
Idx: 1003, i.e. (15, 43): Cell position: (149, 210) activation: 0.056261
Idx: 1004, i.e. (15, 44): Cell position: (199, 478) activation: 0.035244
Idx: 1005, i.e. (15, 45): Cell position: (81, 113) activation: 0.056265
Idx: 1006, i.e. (15, 46): Cell position: (14, 70) activation: 0.056278
Idx: 1007, i.e. (15, 47): Cell position: (92, 406) activation: 0.048260
Idx: 1008, i.e. (15, 48): Cell position: (49, 37) activation: 0.056355
Idx: 1009, i.e. (15, 49): Cell position: (123, 120) activation: 0.056281
Idx: 1010, i.e. (15, 50): Cell position: (110, 190) activation: 0.056282
Idx: 1011, i.e. (15, 51): Cell position: (307, 94) activation: 0.056250
Idx: 1012, i.e. (15, 52): Cell position: (298, 109) activation: 0.056251
Idx: 1013, i.e. (15, 53): Cell position: (254, 23) activation: 0.056258
Idx: 1014, i.e. (15, 54): Cell position: (312, 60) activation: 0.056257
Idx: 1015, i.e. (15, 55): Cell position: (286, 396) activation: 0.056257
Idx: 1016, i.e. (15, 56): Cell position: (255, 218) activation: 0.056289
Idx: 1017, i.e. (15, 57): Cell position: (2, 288) activation: 0.056284
Idx: 1018, i.e. (15, 58): Cell position: (293, 95) activation: 0.056252
Idx: 1019, i.e. (15, 59): Cell position: (137, 134) activation: 0.056286
Idx: 1020, i.e. (15, 60): Cell position: (321, 435) activation: 0.056277
Idx: 1021, i.e. (15, 61): Cell position: (45, 233) activation: 0.056248
Idx: 1022, i.e. (15, 62): Cell position: (155, 74) activation: 0.056259
Idx: 1023, i.e. (15, 63): Cell position: (123, 407) activation: 0.056259
Idx: 960, i.e. (15, 0): Cell position: (5, 22) activation: 0.056284
Idx: 961, i.e. (15, 1): Cell position: (12, 18) activation: 0.056274
Idx: 962, i.e. (15, 2): Cell position: (11, 15) activation: 0.056278
Idx: 963, i.e. (15, 3): Cell position: (160, 149) activation: 0.056253
Idx: 964, i.e. (15, 4): Cell position: (173, 119) activation: 0.056252
Idx: 965, i.e. (15, 5): Cell position: (253, 234) activation: 0.056252
Idx: 966, i.e. (15, 6): Cell position: (259, 129) activation: 0.056251
Idx: 967, i.e. (15, 7): Cell position: (334, 45) activation: 0.056253
Idx: 968, i.e. (15, 8): Cell position: (318, 422) activation: 0.056259
Idx: 969, i.e. (15, 9): Cell position: (277, 230) activation: 0.056260
Idx: 970, i.e. (15, 10): Cell position: (186, 40) activation: 0.056257
Idx: 971, i.e. (15, 11): Cell position: (186, 582) activation: 0.056253
Idx: 972, i.e. (15, 12): Cell position: (111, 61) activation: 0.056251
Idx: 973, i.e. (15, 13): Cell position: (183, 62) activation: 0.056265
Idx: 974, i.e. (15, 14): Cell position: (120, 72) activation: 0.056270
Idx: 975, i.e. (15, 15): Cell position: (204, 185) activation: 0.056258
Idx: 976, i.e. (15, 16): Cell position: (307, 57) activation: 0.056252
Idx: 977, i.e. (15, 17): Cell position: (147, 201) activation: 0.056280
Idx: 978, i.e. (15, 18): Cell position: (8, 481) activation: 0.056299
Idx: 979, i.e. (15, 19): Cell position: (235, 235) activation: 0.056269
Idx: 980, i.e. (15, 20): Cell position: (71, 35) activation: 0.056254
Idx: 981, i.e. (15, 21): Cell position: (285, 24) activation: 0.056255
Idx: 982, i.e. (15, 22): Cell position: (160, 228) activation: 0.056293
Idx: 983, i.e. (15, 23): Cell position: (280, 114) activation: 0.056257
Idx: 984, i.e. (15, 24): Cell position: (42, 615) activation: 0.056263
Idx: 985, i.e. (15, 25): Cell position: (202, 18) activation: 0.056264
Idx: 986, i.e. (15, 26): Cell position: (20, 285) activation: 0.056294
Idx: 987, i.e. (15, 27): Cell position: (287, 185) activation: 0.056250
Idx: 988, i.e. (15, 28): Cell position: (232, 417) activation: 0.056256
Idx: 989, i.e. (15, 29): Cell position: (212, 186) activation: 0.056258
Idx: 990, i.e. (15, 30): Cell position: (34, 272) activation: 0.056252
Idx: 991, i.e. (15, 31): Cell position: (206, 122) activation: 0.056253
Idx: 2560, i.e. (40, 0): Cell position: (17, 880) activation: 0.014538
Idx: 2561, i.e. (40, 1): Cell position: (200, 888) activation: 0.013908
Idx: 2562, i.e. (40, 2): Cell position: (149, 759) activation: 0.033388
Idx: 2563, i.e. (40, 3): Cell position: (228, 811) activation: 0.019227
Idx: 2566, i.e. (40, 6): Cell position: (159, 1080) activation: 0.028962
Idx: 2571, i.e. (40, 11): Cell position: (234, 622) activation: 0.056259
Idx: 2575, i.e. (40, 15): Cell position: (154, 941) activation: 0.012503
Idx: 2577, i.e. (40, 17): Cell position: (169, 523) activation: 0.012576
Idx: 2581, i.e. (40, 21): Cell position: (277, 477) activation: 0.031086
Idx: 2583, i.e. (40, 23): Cell position: (224, 1118) activation: 0.032226
Idx: 2584, i.e. (40, 24): Cell position: (192, 788) activation: 0.025289
Idx: 2588, i.e. (40, 28): Cell position: (108, 1214) activation: 0.012671
